step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
0,0.031575,illinois,illinois,1.918,59.374,45.416,9.0,0.0,-4.0194
1,0.06462,illinois,illinois,1.56,92.767,55.379,9.0,0.0,-7.7166999999999994
2,0.139598,illinois,illinois,2.082,74.884,52.228,10.0,0.0,-5.4064000000000005
3,0.181996,illinois,illinois,2.251,42.508,50.928,10.0,0.0,-1.999800000000001
4,0.210086,illinois,illinois,2.724,28.187,44.239,12.0,0.0,-0.0947
5,0.280436,illinois,illinois,2.452,98.456,51.016,12.0,0.0,-7.393600000000001
6,0.318319,illinois,illinois,1.647,37.643,58.706,8.0,5.0,-2.1173
7,0.349802,illinois,illinois,1.318,30.706,50.929,8.0,0.0,-1.7526000000000002
8,0.3839,illinois,illinois,2.46,34.038,48.818,9.0,0.0,-0.9438
9,0.42616,illinois,illinois,3.063,43.101,48.103,9.0,0.0,-1.2471
10,0.472603,illinois,illinois,2.415,45.222,47.203,9.0,0.0,-2.1072000000000006
11,0.564018,illinois,illinois,2.561,69.218,44.69,11.0,0.0,-4.360800000000001
12,0.619584,illinois,illinois,1.672,54.291,52.956,7.0,0.0,-3.7571000000000003
13,0.649269,illinois,illinois,1.17,31.27,50.623,8.0,0.0,-1.9570000000000003
14,0.721592,illinois,illinois,1.708,72.434,51.237,8.0,0.0,-5.5354
15,0.780333,illinois,illinois,1.279,56.016,56.188,8.0,0.0,-4.3226
16,0.881032,illinois,illinois,1.034,102.456,55.353,8.0,0.0,-9.2116
17,0.950051,illinois,illinois,1.475,34.669,50.469,10.0,0.0,-1.9918999999999998
18,1.040571,illinois,illinois,3.337,90.905,53.801,10.0,0.0,-5.753500000000001
19,1.092442,illinois,illinois,1.274,51.783,64.282,12.0,0.0,-3.9043
20,1.191796,illinois,illinois,1.274,99.438,68.677,12.0,0.0,-8.669800000000002
21,1.2325,illinois,illinois,1.164,40.515,76.252,8.0,5.0,-2.8875
22,1.320856,illinois,illinois,1.717,88.347,61.512,9.0,0.0,-7.117699999999999
23,1.35218,illinois,illinois,1.634,31.629,58.253,9.0,0.0,-1.5289000000000006
24,1.385897,illinois,illinois,1.634,32.452,52.121,9.0,0.0,-1.6112000000000002
25,1.415258,illinois,illinois,3.212,30.449,47.264,11.0,0.0,0.16710000000000003
26,1.46146,illinois,illinois,3.569,46.153,47.126,11.0,0.0,-1.0463000000000005
27,1.499862,illinois,illinois,2.507,38.241,45.84,7.0,0.0,-1.3171
28,1.522745,illinois,illinois,1.755,22.871,42.146,8.0,0.0,-0.5321000000000002
29,1.573148,illinois,illinois,2.421,50.559,43.198,8.0,0.0,-2.6349000000000005
30,1.605786,illinois,illinois,1.833,32.499,41.861,8.0,0.0,-1.4169000000000003
31,1.651771,illinois,illinois,2.849,46.029,41.363,8.0,0.0,-1.7539000000000007
32,1.700115,illinois,illinois,2.013,48.371,42.239,10.0,0.0,-2.8241000000000005
33,1.739435,illinois,illinois,2.395,38.924,41.825,10.0,0.0,-1.4974000000000003
34,1.816235,illinois,illinois,2.973,77.096,45.651,10.0,0.0,-4.736600000000001
35,1.844665,illinois,illinois,1.969,28.485,41.085,12.0,0.0,-0.8795
36,1.884293,illinois,illinois,4.067,44.649,41.531,12.0,0.0,-0.3978999999999999
37,1.970958,illinois,illinois,2.915,86.373,47.416,8.0,5.0,-5.7223000000000015
38,2.058671,illinois,illinois,1.073,86.431,66.374,8.0,0.0,-7.5701
39,2.111762,illinois,illinois,1.072,54.288,67.063,9.0,0.0,-4.3568
40,2.15762,illinois,illinois,1.206,45.999,64.43,9.0,0.0,-3.393900000000001
41,2.208211,illinois,illinois,2.265,50.626,58.934,9.0,0.0,-2.7975999999999996
42,2.2475,illinois,illinois,2.059,39.012,56.444,11.0,0.0,-1.8422
