step,elapsed_sec,action,observed_protocol,throughput_mbps,rtt_ms,smoothed_rtt,cwnd,loss_rate,reward
0,0.024141,hybla,hybla,3.27,27.606,31.691,9.0,0.0,0.5093999999999999
1,0.055774,hybla,hybla,2.92,31.516,32.635,11.0,0.0,-0.23160000000000025
2,0.081013,hybla,hybla,2.595,25.358,32.372,11.0,0.0,0.05920000000000014
3,0.109032,hybla,hybla,4.072,27.81,30.683,12.0,0.0,1.291
4,0.133841,hybla,hybla,4.164,24.947,31.871,13.0,0.0,1.6692999999999998
5,0.168879,hybla,hybla,4.301,36.135,32.507,13.0,0.0,0.6875
6,0.193325,hybla,hybla,3.652,44.69,36.845,13.0,0.0,-0.8170000000000002
7,0.222723,hybla,hybla,3.652,29.148,38.48,14.0,0.0,0.7372000000000001
8,0.24826,hybla,hybla,3.319,33.831,38.005,14.0,0.0,-0.06410000000000071
9,0.276443,hybla,hybla,6.281,27.993,34.682,15.0,0.0,3.4816999999999996
10,0.309323,hybla,hybla,4.72,33.081,37.9,15.0,0.0,1.4118999999999993
11,0.34315,hybla,hybla,5.058,33.805,36.026,16.0,0.0,1.6774999999999998
12,0.3666,hybla,hybla,4.07,40.735,38.441,16.0,0.0,-0.0034999999999998366
13,0.398196,hybla,hybla,3.671,39.078,43.038,15.0,5.0,-0.23680000000000057
14,0.42272,hybla,hybla,3.853,24.713,37.746,11.0,0.0,1.3817
15,0.449605,hybla,hybla,3.588,29.041,34.349,12.0,0.0,0.6839
16,0.484931,hybla,hybla,3.684,52.116,36.09,12.0,0.0,-1.5276000000000005
17,0.516946,hybla,hybla,3.67,32.177,37.454,12.0,0.0,0.4522999999999997
18,0.552058,hybla,hybla,3.67,35.036,38.583,12.0,0.0,0.16639999999999944
19,0.576749,hybla,hybla,2.818,42.681,38.478,13.0,0.0,-1.4500999999999995
20,0.60408,hybla,hybla,4.356,27.333,36.205,13.0,0.0,1.6227
21,0.629178,hybla,hybla,4.339,33.93,34.7,14.0,0.0,0.9460000000000002
22,0.659705,hybla,hybla,4.766,35.579,34.491,14.0,0.0,1.2081
23,0.690447,hybla,hybla,4.171,46.898,38.674,14.0,0.0,-0.5188000000000006
24,0.716497,hybla,hybla,3.458,50.537,42.188,14.0,0.0,-1.5957
25,0.743498,hybla,hybla,3.158,65.382,48.826,15.0,0.0,-3.3802000000000008
26,0.779332,hybla,hybla,2.932,35.777,42.444,10.0,4.0,-0.6457000000000002
27,0.803971,hybla,hybla,3.052,53.525,44.869,10.0,0.0,-2.3005
28,0.83529,hybla,hybla,2.879,31.216,46.468,10.0,0.0,-0.24260000000000037
29,0.859571,hybla,hybla,2.221,40.125,42.118,11.0,0.0,-1.7915
30,0.8861,hybla,hybla,3.154,46.713,41.292,11.0,0.0,-1.5173000000000005
31,0.917387,hybla,hybla,3.154,31.324,37.582,11.0,0.0,0.021599999999999397
32,0.951563,hybla,hybla,3.779,33.013,35.083,12.0,0.0,0.4777
33,0.986233,hybla,hybla,4.123,34.502,34.631,12.0,0.0,0.6727999999999996
34,1.018749,hybla,hybla,4.144,32.501,36.929,12.0,0.0,0.8939000000000004
35,1.043398,hybla,hybla,3.179,46.054,38.634,13.0,0.0,-1.4264000000000006
36,1.070251,hybla,hybla,3.487,40.164,41.832,13.0,0.0,-0.5293999999999999
37,1.097717,hybla,hybla,2.653,60.215,46.441,13.0,0.0,-3.3685000000000005
38,1.126783,hybla,hybla,2.238,56.591,55.675,14.0,0.0,-3.4211000000000005
39,1.152917,hybla,hybla,2.622,55.07,57.618,14.0,0.0,-2.8850000000000007
40,1.178985,hybla,hybla,2.661,52.12,56.119,14.0,0.0,-2.5509999999999997
41,1.202916,hybla,hybla,2.623,50.176,55.289,14.0,0.0,-2.3946000000000005
42,1.229441,hybla,hybla,2.873,55.668,53.627,15.0,0.0,-2.6938000000000004
43,1.257464,hybla,hybla,2.926,54.425,53.251,15.0,0.0,-2.5164999999999997
44,1.287413,hybla,hybla,2.288,77.842,58.413,15.0,0.0,-5.4962
45,1.352578,hybla,hybla,2.081,123.174,71.988,15.0,0.0,-10.236400000000001
46,1.398784,hybla,hybla,1.397,123.193,91.459,10.0,16.0,-10.9223
47,1.42804,hybla,hybla,1.362,124.334,99.393,10.0,13.0,-11.0714
48,1.613288,hybla,hybla,0.94,213.652,100.728,10.0,0.0,-20.4252
49,1.764138,hybla,hybla,0.713,150.091,138.132,12.0,0.0,-14.296100000000003
50,1.810521,hybla,hybla,0.772,47.357,109.573,10.0,14.0,-3.9637000000000002
51,1.843077,hybla,hybla,0.617,80.356,89.567,8.0,11.0,-7.4186000000000005
52,1.873545,hybla,hybla,1.392,30.556,70.742,8.0,0.0,-1.6636000000000002
53,1.910618,hybla,hybla,2.17,44.038,60.428,9.0,0.0,-2.2337999999999996
54,1.938547,hybla,hybla,1.9,49.07,55.493,9.0,0.0,-3.007
55,1.979783,hybla,hybla,1.502,69.137,58.723,9.0,0.0,-5.411700000000001
56,2.011321,hybla,hybla,1.448,85.943,63.577,9.0,0.0,-7.1463
57,2.048802,hybla,hybla,1.138,90.222,69.976,9.0,0.0,-7.8842
58,2.079774,hybla,hybla,1.278,97.253,73.663,9.0,0.0,-8.4473
59,2.122346,hybla,hybla,1.138,73.448,73.267,9.0,0.0,-6.206799999999999
60,2.150368,hybla,hybla,1.155,70.401,76.36,10.0,0.0,-5.8850999999999996
61,2.179276,hybla,hybla,1.296,82.08,76.954,10.0,0.0,-6.912
62,2.229249,hybla,hybla,1.355,78.938,80.682,10.0,0.0,-6.5388
63,2.2596,hybla,hybla,1.331,91.086,84.979,10.0,0.0,-7.777600000000001
64,2.286121,hybla,hybla,1.145,117.402,89.032,11.0,0.0,-10.595200000000002
65,2.344021,hybla,hybla,1.087,144.788,97.92,11.0,0.0,-13.391800000000002
66,2.442384,hybla,hybla,0.8,181.927,112.245,11.0,0.0,-17.392699999999998
67,2.469547,hybla,hybla,0.819,27.815,118.645,11.0,0.0,-1.9625000000000004
68,2.52939,hybla,hybla,0.67,87.633,105.906,12.0,0.0,-8.0933
69,2.561603,hybla,hybla,2.545,32.266,69.373,8.0,0.0,-0.6816
70,2.592284,hybla,hybla,1.851,30.662,60.958,8.0,0.0,-1.2152000000000003
71,2.624812,hybla,hybla,2.643,32.214,51.095,9.0,0.0,-0.5784000000000002
72,2.654299,hybla,hybla,4.133,26.352,40.605,9.0,0.0,1.4977999999999998
73,2.679323,hybla,hybla,3.208,38.03,38.424,9.0,0.0,-0.5950000000000002
74,2.703291,hybla,hybla,3.207,24.004,34.756,10.0,0.0,0.8065999999999995
75,2.730381,hybla,hybla,2.885,38.012,34.992,10.0,0.0,-0.9162000000000003
76,2.75794,hybla,hybla,2.855,42.364,39.201,10.0,0.0,-1.3813999999999997
77,2.786375,hybla,hybla,2.855,28.315,35.174,11.0,0.0,0.023499999999999854
78,2.812442,hybla,hybla,3.849,32.127,33.653,11.0,0.0,0.6362999999999999
79,2.838789,hybla,hybla,3.646,35.746,34.018,12.0,0.0,0.07139999999999969
80,2.863876,hybla,hybla,3.585,29.255,36.495,12.0,0.0,0.6595
81,2.894917,hybla,hybla,3.787,43.449,37.244,13.0,0.0,-0.5579000000000001
82,2.922739,hybla,hybla,2.438,58.853,42.833,13.0,0.0,-3.4473000000000007
83,2.962177,hybla,hybla,1.974,80.882,54.51,13.0,0.0,-6.1142
84,2.989077,hybla,hybla,2.302,49.378,54.983,10.0,5.0,-2.6358
85,3.021409,hybla,hybla,2.758,42.118,48.955,9.0,0.0,-1.4538000000000002
86,3.056593,hybla,hybla,2.539,35.283,40.183,10.0,0.0,-0.9893000000000001
87,3.079708,hybla,hybla,3.129,46.059,39.974,10.0,0.0,-1.4769
88,3.105665,hybla,hybla,3.036,38.648,40.691,10.0,0.0,-0.8288000000000006
89,3.139525,hybla,hybla,2.725,39.333,37.11,10.0,0.0,-1.2083
90,3.165514,hybla,hybla,3.134,25.795,34.976,10.0,0.0,0.5544999999999995
91,3.198224,hybla,hybla,3.201,36.482,34.786,11.0,0.0,-0.44720000000000004
92,3.223123,hybla,hybla,3.046,45.56,35.855,11.0,0.0,-1.5100000000000002
93,3.246108,hybla,hybla,2.893,48.058,41.265,12.0,0.0,-1.9128000000000007
94,3.272345,hybla,hybla,2.225,41.54,45.348,12.0,0.0,-1.9289999999999998
95,3.297852,hybla,hybla,2.825,28.121,39.095,13.0,0.0,0.012900000000000134
96,3.324826,hybla,hybla,4.619,33.571,36.832,13.0,0.0,1.2618999999999998
97,3.351201,hybla,hybla,3.715,53.626,39.489,13.0,0.0,-1.6476000000000006
98,3.379167,hybla,hybla,2.862,53.263,45.831,13.0,0.0,-2.4642999999999997
99,3.410569,hybla,hybla,3.636,42.248,45.138,14.0,0.0,-0.5888
100,3.435559,hybla,hybla,3.636,25.763,38.247,14.0,0.0,1.0596999999999999
101,3.462107,hybla,hybla,4.951,39.68,37.042,15.0,0.0,0.9829999999999997
102,3.498655,hybla,hybla,3.876,51.302,39.89,15.0,0.0,-1.2542000000000004
103,3.522776,hybla,hybla,2.887,45.451,43.754,13.0,12.0,-1.6581000000000006
104,3.549262,hybla,hybla,2.46,45.598,43.117,10.0,10.0,-2.0998
105,3.590352,hybla,hybla,3.567,40.722,44.87,10.0,0.0,-0.5052000000000003
106,3.616338,hybla,hybla,3.225,26.336,37.626,11.0,0.0,0.5914000000000001
107,3.642969,hybla,hybla,3.449,41.434,37.745,11.0,0.0,-0.6943999999999999
108,3.722052,hybla,hybla,3.074,105.308,46.596,11.0,0.0,-7.456800000000001
109,3.745817,hybla,hybla,1.595,24.091,63.794,12.0,0.0,-0.8141000000000005
110,3.775768,hybla,hybla,1.315,54.241,60.096,12.0,0.0,-4.1091
111,3.823709,hybla,hybla,2.548,60.997,54.066,9.0,14.0,-3.5517000000000003
112,3.85947,hybla,hybla,2.705,35.865,44.734,8.0,0.0,-0.8815000000000004
113,3.891874,hybla,hybla,1.653,32.433,44.184,9.0,0.0,-1.5903
114,3.947872,hybla,hybla,2.438,76.269,47.448,9.0,0.0,-5.1889
